CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15274.0,3,2,716.57,5,3,3,11,Loyal Customer
15275.0,37,1,615.14,3,1,3,7,Potential Customer
15276.0,65,1,128.63,3,1,1,5,At Risk
15277.0,46,1,255.89999999999998,3,1,2,6,At Risk
15279.0,354,1,290.51,1,1,2,4,Lost Customer
15280.0,171,1,113.12,2,1,1,4,Lost Customer
15281.0,58,9,2332.15,3,5,5,13,VIP Customer
15286.0,49,1,240.55,3,1,1,5,At Risk
15287.0,21,2,486.69,4,3,2,9,Potential Customer
15288.0,42,5,2306.52,3,4,5,12,Loyal Customer
15289.0,28,3,939.78,4,3,4,11,Loyal Customer
15290.0,4,18,7943.22,5,5,5,15,VIP Customer
15291.0,25,15,4668.3,4,5,5,14,VIP Customer
15292.0,200,1,178.39,1,1,1,3,Lost Customer
15296.0,50,6,3672.86,3,5,5,13,VIP Customer
15297.0,9,3,641.94,5,3,3,11,Loyal Customer
15298.0,1,12,4799.9,5,5,5,15,VIP Customer
15299.0,66,7,4507.01,3,5,5,13,VIP Customer
15300.0,63,1,496.44,3,1,3,7,Potential Customer
15301.0,50,12,5049.95,3,5,5,13,VIP Customer
15303.0,289,1,574.02,1,1,3,5,At Risk
15304.0,60,8,694.4000000000001,3,5,3,11,Loyal Customer
15306.0,63,3,1174.35,3,3,4,10,Loyal Customer
15307.0,95,1,205.3,2,1,1,4,Lost Customer
15308.0,273,1,310.47,1,1,2,4,Lost Customer
15311.0,0,91,60632.75,5,5,5,15,VIP Customer
15312.0,74,4,924.85,2,4,3,9,Potential Customer
15313.0,109,1,52.0,2,1,1,4,Lost Customer
15314.0,198,1,327.97,1,1,2,4,Lost Customer
15315.0,63,2,570.5,3,3,3,9,Potential Customer
15316.0,326,1,165.0,1,1,1,3,Lost Customer
15318.0,3,1,312.62,5,1,2,8,Potential Customer
15319.0,283,1,204.5,1,1,1,3,Lost Customer
15320.0,43,1,267.13,3,1,2,6,At Risk
15321.0,70,3,2748.31,3,3,5,11,Loyal Customer
15322.0,85,1,679.68,2,1,3,6,At Risk
15325.0,103,1,161.74,2,1,1,4,Lost Customer
15326.0,333,1,311.71,1,1,2,4,Lost Customer
15327.0,52,1,208.75,3,1,1,5,At Risk
15329.0,38,3,1049.7,3,3,4,10,Loyal Customer
15330.0,31,2,714.96,4,3,3,10,Loyal Customer
15332.0,365,4,1661.06,1,4,4,9,Potential Customer
15333.0,207,1,1028.56,1,1,4,6,At Risk
15334.0,156,3,350.82,2,3,2,7,Potential Customer
15335.0,53,1,170.22,3,1,1,5,At Risk
15339.0,65,2,574.07,3,3,3,9,Potential Customer
15341.0,80,1,2020.52,2,1,4,7,Potential Customer
15342.0,129,1,406.09,2,1,2,5,At Risk
15343.0,86,1,364.5,2,1,2,5,At Risk
15344.0,0,3,563.94,5,3,3,11,Loyal Customer
15345.0,45,1,393.54,3,1,2,6,At Risk
15346.0,332,1,252.42000000000002,1,1,2,4,Lost Customer
15347.0,365,1,201.60000000000002,1,1,1,3,Lost Customer
15348.0,71,1,158.04,3,1,1,5,At Risk
15349.0,157,2,463.90999999999997,2,3,2,7,Potential Customer
15350.0,372,1,115.65,1,1,1,3,Lost Customer
15351.0,11,7,1934.66,5,5,4,14,VIP Customer
15353.0,254,2,770.12,1,3,3,7,Potential Customer
15355.0,28,2,277.05,4,3,2,9,Potential Customer
15356.0,30,10,2718.03,4,5,5,14,VIP Customer
15358.0,4,22,8347.2,5,5,5,15,VIP Customer
15360.0,39,1,427.93,3,1,2,6,At Risk
15361.0,361,1,418.92,1,1,2,4,Lost Customer
15363.0,372,1,326.0,1,1,2,4,Lost Customer
15364.0,95,2,913.19,2,3,3,8,Potential Customer
15365.0,25,7,2314.32,4,5,5,14,VIP Customer
15366.0,74,2,602.51,2,3,3,8,Potential Customer
15367.0,56,4,1877.59,3,4,4,11,Loyal Customer
15368.0,20,1,446.94000000000005,4,1,2,7,Potential Customer
15370.0,40,7,2386.05,3,5,5,13,VIP Customer
15372.0,136,1,2007.3999999999999,2,1,4,7,Potential Customer
15373.0,7,12,2415.91,5,5,5,15,VIP Customer
15374.0,128,1,168.0,2,1,1,4,Lost Customer
15376.0,39,3,1221.56,3,3,4,10,Loyal Customer
15379.0,168,7,3703.29,2,5,5,12,Loyal Customer
15380.0,8,5,1690.2600000000002,5,4,4,13,VIP Customer
15381.0,213,2,596.85,1,3,3,7,Potential Customer
15382.0,14,6,5955.71,4,5,5,14,VIP Customer
15384.0,169,2,642.41,2,3,3,8,Potential Customer
15385.0,39,1,316.88,3,1,2,6,At Risk
15386.0,185,1,394.14,1,1,2,4,Lost Customer
15388.0,269,1,140.54,1,1,1,3,Lost Customer
15389.0,171,1,500.0,2,1,3,6,At Risk
15392.0,4,4,1535.53,5,4,4,13,VIP Customer
15393.0,15,2,231.86,4,3,1,8,Potential Customer
15394.0,9,4,2183.54,5,4,5,14,VIP Customer
15395.0,325,1,107.45,1,1,1,3,Lost Customer
15396.0,112,1,288.18,2,1,2,5,At Risk
15397.0,289,1,94.0,1,1,1,3,Lost Customer
15398.0,15,2,1345.53,4,3,4,11,Loyal Customer
15399.0,0,3,815.77,5,3,3,11,Loyal Customer
15400.0,91,5,716.2,2,4,3,9,Potential Customer
15402.0,148,2,626.77,2,3,3,8,Potential Customer
15405.0,188,1,349.1,1,1,2,4,Lost Customer
15406.0,30,2,510.71000000000004,4,3,3,10,Loyal Customer
15407.0,33,4,1046.74,3,4,4,11,Loyal Customer
15408.0,263,1,267.18,1,1,2,4,Lost Customer
15410.0,83,8,3450.84,2,5,5,12,Loyal Customer
15411.0,25,4,1348.93,4,4,4,12,Loyal Customer
15412.0,170,1,190.53,2,1,1,4,Lost Customer
15414.0,9,3,774.9000000000001,5,3,3,11,Loyal Customer
15415.0,312,1,559.61,1,1,3,5,At Risk
15416.0,64,4,3984.32,3,4,5,12,Loyal Customer
15417.0,84,1,508.8,2,1,3,6,At Risk
15419.0,24,1,135.86,4,1,1,6,At Risk
15421.0,58,4,950.36,3,4,4,11,Loyal Customer
15422.0,322,2,97.7,1,3,1,5,At Risk
15423.0,37,1,43.5,3,1,1,5,At Risk
15424.0,253,2,383.34,1,3,2,6,At Risk
15426.0,18,5,1404.07,4,4,4,12,Loyal Customer
15427.0,32,3,1430.54,4,3,4,11,Loyal Customer
15428.0,14,1,93.78,4,1,1,6,At Risk
15429.0,26,2,397.35,4,3,2,9,Potential Customer
15432.0,22,1,171.19,4,1,1,6,At Risk
15433.0,213,2,533.3,1,3,3,7,Potential Customer
15434.0,7,5,1041.48,5,4,4,13,VIP Customer
15435.0,21,1,149.29,4,1,1,6,At Risk
15436.0,11,3,1067.75,5,3,4,12,Loyal Customer
15437.0,261,1,200.16,1,1,1,3,Lost Customer
15438.0,130,1,156.57999999999998,2,1,1,4,Lost Customer
15440.0,54,3,383.68,3,3,2,8,Potential Customer
15442.0,248,1,594.0,1,1,3,5,At Risk
15443.0,1,7,3213.59,5,5,5,15,VIP Customer
15444.0,8,2,1411.21,5,3,4,12,Loyal Customer
15445.0,263,1,113.5,1,1,1,3,Lost Customer
15447.0,330,1,155.17,1,1,1,3,Lost Customer
15448.0,312,1,494.64,1,1,3,5,At Risk
15449.0,25,3,974.52,4,3,4,11,Loyal Customer
15450.0,29,1,429.84,4,1,2,7,Potential Customer
15452.0,29,3,528.48,4,3,3,10,Loyal Customer
15453.0,1,7,1371.77,5,5,4,14,VIP Customer
15454.0,361,1,179.1,1,1,1,3,Lost Customer
15456.0,282,3,434.59000000000003,1,3,2,6,At Risk
15457.0,261,1,237.07,1,1,1,3,Lost Customer
15458.0,24,1,161.64,4,1,1,6,At Risk
15460.0,353,1,214.26,1,1,1,3,Lost Customer
15462.0,93,3,234.6,2,3,1,6,At Risk
15463.0,28,1,126.14,4,1,1,6,At Risk
15464.0,337,1,1044.65,1,1,4,6,At Risk
15465.0,19,18,7354.62,4,5,5,14,VIP Customer
15466.0,84,1,334.53,2,1,2,5,At Risk
15467.0,8,3,524.88,5,3,3,11,Loyal Customer
15468.0,50,2,467.51,3,3,2,8,Potential Customer
15469.0,49,2,538.55,3,3,3,9,Potential Customer
15471.0,1,1,454.48,5,1,2,8,Potential Customer
15472.0,112,1,371.56,2,1,2,5,At Risk
15473.0,13,7,1771.2,4,5,4,13,VIP Customer
15475.0,76,1,454.10999999999996,2,1,2,5,At Risk
15478.0,39,2,1399.92,3,3,4,10,Loyal Customer
15480.0,115,1,905.5,2,1,3,6,At Risk
15482.0,15,12,10879.76,4,5,5,14,VIP Customer
15483.0,160,4,225.26,2,4,1,7,Potential Customer
15484.0,0,4,3590.41,5,4,5,14,VIP Customer
15485.0,29,3,2564.5,4,3,5,12,Loyal Customer
15488.0,92,1,91.32000000000001,2,1,1,4,Lost Customer
15489.0,22,3,1134.28,4,3,4,11,Loyal Customer
15491.0,94,6,3100.09,2,5,5,12,Loyal Customer
15492.0,27,2,659.4599999999999,4,3,3,10,Loyal Customer
15493.0,32,5,1953.41,4,4,4,12,Loyal Customer
15494.0,20,2,1280.58,4,3,4,11,Loyal Customer
15497.0,17,2,1262.2,4,3,4,11,Loyal Customer
15498.0,2,27,13316.4,5,5,5,15,VIP Customer
15500.0,7,4,1131.56,5,4,4,13,VIP Customer
15502.0,15,12,10384.93,4,5,5,14,VIP Customer
15503.0,362,1,141.04,1,1,1,3,Lost Customer
15504.0,80,1,52.83,2,1,1,4,Lost Customer
15505.0,52,5,3610.96,3,4,5,12,Loyal Customer
15506.0,22,3,972.08,4,3,4,11,Loyal Customer
15507.0,171,1,475.86,2,1,2,5,At Risk
15508.0,188,6,1000.27,1,5,4,10,Loyal Customer
15510.0,330,1,250.0,1,1,2,4,Lost Customer
15511.0,11,5,900.53,5,4,3,12,Loyal Customer
15512.0,155,2,121.0,2,3,1,6,At Risk
15513.0,32,19,14758.220000000001,4,5,5,14,VIP Customer
15514.0,11,11,4023.7200000000003,5,5,5,15,VIP Customer
15516.0,44,3,62.43,3,3,1,7,Potential Customer
15517.0,232,1,267.03,1,1,2,4,Lost Customer
15518.0,63,8,1921.55,3,5,4,12,Loyal Customer
15520.0,1,1,343.5,5,1,2,8,Potential Customer
15521.0,39,8,3000.2,3,5,5,13,VIP Customer
15522.0,32,2,397.99,4,3,2,9,Potential Customer
15523.0,83,1,412.01000000000005,2,1,2,5,At Risk
15524.0,24,1,440.0,4,1,2,7,Potential Customer
15525.0,1,3,734.37,5,3,3,11,Loyal Customer
15526.0,32,2,148.44,4,3,1,8,Potential Customer
15527.0,18,8,2428.53,4,5,5,14,VIP Customer
15528.0,253,1,229.33,1,1,1,3,Lost Customer
15529.0,22,11,3962.6,4,5,5,14,VIP Customer
15530.0,21,4,1497.31,4,4,4,12,Loyal Customer
15531.0,7,2,1972.39,5,3,4,12,Loyal Customer
15532.0,24,4,1564.73,4,4,4,12,Loyal Customer
15533.0,18,3,807.57,4,3,3,10,Loyal Customer
15535.0,172,4,502.9,2,4,3,9,Potential Customer
15537.0,162,1,110.92,2,1,1,4,Lost Customer
15539.0,6,1,538.46,5,1,3,9,Potential Customer
15540.0,10,1,213.3,5,1,1,7,Potential Customer
15541.0,113,1,85.13000000000001,2,1,1,4,Lost Customer
15543.0,287,1,127.86,1,1,1,3,Lost Customer
15544.0,8,9,3546.71,5,5,5,15,VIP Customer
15545.0,53,2,288.96999999999997,3,3,2,8,Potential Customer
15547.0,6,14,4910.6,5,5,5,15,VIP Customer
15549.0,76,3,1681.46,2,3,4,9,Potential Customer
15550.0,3,4,575.63,5,4,3,12,Loyal Customer
15551.0,36,1,436.06,3,1,2,6,At Risk
15552.0,216,1,90.12,1,1,1,3,Lost Customer
15553.0,59,1,428.93,3,1,2,6,At Risk
15554.0,277,1,217.2,1,1,1,3,Lost Customer
15555.0,11,16,4794.86,5,5,5,15,VIP Customer
15556.0,23,1,279.77,4,1,2,7,Potential Customer
15557.0,28,1,468.91,4,1,2,7,Potential Customer
15561.0,11,4,800.59,5,4,3,12,Loyal Customer
15562.0,351,1,134.55,1,1,1,3,Lost Customer
15563.0,21,4,1400.44,4,4,4,12,Loyal Customer
15565.0,49,2,173.16,3,3,1,7,Potential Customer
15567.0,18,1,186.01,4,1,1,6,At Risk
15568.0,2,3,758.29,5,3,3,11,Loyal Customer
15569.0,103,5,1375.71,2,4,4,10,Loyal Customer
15570.0,6,12,4148.82,5,5,5,15,VIP Customer
15571.0,11,4,650.4300000000001,5,4,3,12,Loyal Customer
15572.0,4,7,2533.42,5,5,5,15,VIP Customer
15573.0,31,2,591.1899999999999,4,3,3,10,Loyal Customer
15574.0,177,4,675.64,2,4,3,9,Potential Customer
15576.0,37,1,921.37,3,1,3,7,Potential Customer
15577.0,150,3,258.88,2,3,2,7,Potential Customer
15578.0,161,1,127.1,2,1,1,4,Lost Customer
15579.0,68,2,327.6,3,3,2,8,Potential Customer
15581.0,120,13,3675.77,2,5,5,12,Loyal Customer
15582.0,24,3,682.9100000000001,4,3,3,10,Loyal Customer
15584.0,23,4,720.86,4,4,3,11,Loyal Customer
15585.0,176,1,455.3,2,1,2,5,At Risk
15587.0,49,4,913.6800000000001,3,4,3,10,Loyal Customer
15589.0,255,3,478.53000000000003,1,3,2,6,At Risk
15592.0,46,1,388.58,3,1,2,6,At Risk
15593.0,70,1,199.8,3,1,1,5,At Risk
15594.0,15,5,1771.78,4,4,4,12,Loyal Customer
15596.0,100,5,1406.59,2,4,4,10,Loyal Customer
15597.0,34,1,324.57,3,1,2,6,At Risk
15598.0,52,1,240.68,3,1,1,5,At Risk
15599.0,26,2,761.74,4,3,3,10,Loyal Customer
15601.0,10,14,6776.56,5,5,5,15,VIP Customer
15602.0,7,9,1297.8700000000001,5,5,4,14,VIP Customer
15603.0,78,1,48.480000000000004,2,1,1,4,Lost Customer
15604.0,51,1,216.39,3,1,1,5,At Risk
15605.0,35,5,1198.23,3,4,4,11,Loyal Customer
15606.0,60,9,2920.16,3,5,5,13,VIP Customer
15607.0,336,1,104.76,1,1,1,3,Lost Customer
15608.0,27,4,1093.68,4,4,4,12,Loyal Customer
15609.0,183,1,298.48,1,1,2,4,Lost Customer
15610.0,51,1,112.46000000000001,3,1,1,5,At Risk
15611.0,9,13,1591.45,5,5,4,14,VIP Customer
15612.0,35,2,195.15,3,3,1,7,Potential Customer
15615.0,9,23,10399.74,5,5,5,15,VIP Customer
15618.0,32,4,776.851,4,4,3,11,Loyal Customer
15619.0,10,1,336.40000000000003,5,1,2,8,Potential Customer
15620.0,56,3,1553.18,3,3,4,10,Loyal Customer
15621.0,3,4,1293.03,5,4,4,13,VIP Customer
15622.0,42,9,3709.56,3,5,5,13,VIP Customer
15623.0,140,1,301.03,2,1,2,5,At Risk
15624.0,116,4,588.13,2,4,3,9,Potential Customer
15625.0,103,4,1534.26,2,4,4,10,Loyal Customer
15626.0,74,2,675.8,2,3,3,8,Potential Customer
15628.0,4,9,2870.2400000000002,5,5,5,15,VIP Customer
15630.0,44,2,1186.35,3,3,4,10,Loyal Customer
15632.0,15,8,3285.31,4,5,5,14,VIP Customer
15634.0,16,1,243.55,4,1,1,6,At Risk
15636.0,89,2,724.76,2,3,3,8,Potential Customer
15637.0,52,1,223.36,3,1,1,5,At Risk
15639.0,133,1,425.32,2,1,2,5,At Risk
15640.0,3,15,12416.11,5,5,5,15,VIP Customer
15641.0,104,4,1887.2,2,4,4,10,Loyal Customer
15643.0,191,3,664.0,1,3,3,7,Potential Customer
15644.0,165,4,803.54,2,4,3,9,Potential Customer
15645.0,18,1,612.01,4,1,3,8,Potential Customer
15646.0,157,3,447.64000000000004,2,3,2,7,Potential Customer
15648.0,203,2,639.5,1,3,3,7,Potential Customer
15649.0,335,2,816.0,1,3,3,7,Potential Customer
15651.0,36,3,646.3,3,3,3,9,Potential Customer
15652.0,90,1,337.74,2,1,2,5,At Risk
15653.0,92,2,877.4399999999999,2,3,3,8,Potential Customer
15654.0,8,2,922.53,5,3,3,11,Loyal Customer
15655.0,242,1,560.67,1,1,3,5,At Risk
15656.0,44,4,748.5,3,4,3,10,Loyal Customer
15657.0,22,1,30.0,4,1,1,6,At Risk
15658.0,189,5,1024.1000000000001,1,4,4,9,Potential Customer
15659.0,43,1,306.45,3,1,2,6,At Risk
15660.0,24,9,1600.86,4,5,4,13,VIP Customer
15661.0,316,2,309.8,1,3,2,6,At Risk
15663.0,105,1,138.14,2,1,1,4,Lost Customer
15664.0,50,1,386.43,3,1,2,6,At Risk
15665.0,167,2,2222.21,2,3,5,10,Loyal Customer
15667.0,39,1,301.32,3,1,2,6,At Risk
15668.0,217,1,76.32000000000001,1,1,1,3,Lost Customer
15669.0,39,4,684.34,3,4,3,10,Loyal Customer
15670.0,296,1,173.05,1,1,1,3,Lost Customer
15671.0,18,7,2657.13,4,5,5,14,VIP Customer
15673.0,87,4,2726.23,2,4,5,11,Loyal Customer
15674.0,72,5,2446.6,2,4,5,11,Loyal Customer
15675.0,80,3,323.69,2,3,2,7,Potential Customer
15676.0,18,3,3435.76,4,3,5,12,Loyal Customer
15677.0,48,1,657.23,3,1,3,7,Potential Customer
15678.0,52,1,352.7,3,1,2,6,At Risk
15679.0,23,4,781.28,4,4,3,11,Loyal Customer
15680.0,8,3,1333.68,5,3,4,12,Loyal Customer
15681.0,24,5,1426.16,4,4,4,12,Loyal Customer
15683.0,116,1,193.75,2,1,1,4,Lost Customer
15687.0,8,9,2993.1,5,5,5,15,VIP Customer
15689.0,119,2,254.1,2,3,2,7,Potential Customer
15690.0,3,2,239.76,5,3,1,9,Potential Customer
15691.0,251,1,136.8,1,1,1,3,Lost Customer
15692.0,27,1,191.04,4,1,1,6,At Risk
15694.0,0,14,6479.4,5,5,5,15,VIP Customer
15695.0,266,2,409.98,1,3,2,6,At Risk
15696.0,32,8,2711.11,4,5,5,14,VIP Customer
15699.0,17,1,309.65,4,1,2,7,Potential Customer
15700.0,171,2,696.68,2,3,3,8,Potential Customer
15701.0,1,4,1529.0,5,4,4,13,VIP Customer
15703.0,264,1,211.5,1,1,1,3,Lost Customer
15704.0,139,4,2293.62,2,4,5,11,Loyal Customer
15705.0,200,1,143.1,1,1,1,3,Lost Customer
15706.0,63,4,1060.56,3,4,4,11,Loyal Customer
15707.0,34,4,916.98,3,4,3,10,Loyal Customer
15708.0,40,7,3235.25,3,5,5,13,VIP Customer
15709.0,283,1,133.25,1,1,1,3,Lost Customer
15712.0,8,5,1072.3600000000001,5,4,4,13,VIP Customer
15713.0,142,2,356.7,2,3,2,7,Potential Customer
15714.0,11,2,330.03000000000003,5,3,2,10,Loyal Customer
15716.0,145,4,1101.1100000000001,2,4,4,10,Loyal Customer
15717.0,233,1,150.3,1,1,1,3,Lost Customer
15719.0,32,13,5030.07,4,5,5,14,VIP Customer
15720.0,23,1,598.73,4,1,3,8,Potential Customer
15721.0,11,1,471.40000000000003,5,1,2,8,Potential Customer
15722.0,35,5,2211.21,3,4,5,12,Loyal Customer
15723.0,364,1,190.7,1,1,1,3,Lost Customer
15724.0,200,2,218.25,1,3,1,5,At Risk
15725.0,14,1,415.25,4,1,2,7,Potential Customer
15727.0,16,7,5159.06,4,5,5,14,VIP Customer
15729.0,212,1,85.0,1,1,1,3,Lost Customer
15730.0,65,3,1120.88,3,3,4,10,Loyal Customer
15732.0,211,2,294.12,1,3,2,6,At Risk
15733.0,282,1,162.3,1,1,1,3,Lost Customer
15734.0,114,2,1339.45,2,3,4,9,Potential Customer
15737.0,14,8,1188.1200000000001,4,5,4,13,VIP Customer
15738.0,18,16,4812.42,4,5,5,14,VIP Customer
15739.0,65,1,449.12,3,1,2,6,At Risk
15740.0,48,1,154.88,3,1,1,5,At Risk
15743.0,15,4,775.96,4,4,3,11,Loyal Customer
15744.0,77,1,34.8,2,1,1,4,Lost Customer
15745.0,18,4,1094.59,4,4,4,12,Loyal Customer
15746.0,133,1,196.88,2,1,1,4,Lost Customer
15747.0,12,3,946.64,5,3,4,12,Loyal Customer
15748.0,39,1,144.36,3,1,1,5,At Risk
15749.0,234,3,44534.3,1,3,5,9,Potential Customer
15750.0,2,8,2463.05,5,5,5,15,VIP Customer
15752.0,39,7,2626.6,3,5,5,13,VIP Customer
15753.0,304,1,79.2,1,1,1,3,Lost Customer
15754.0,50,3,458.57,3,3,2,8,Potential Customer
15755.0,9,6,2364.25,5,5,5,15,VIP Customer
15756.0,60,4,528.01,3,4,3,10,Loyal Customer
15757.0,65,2,714.42,3,3,3,9,Potential Customer
15758.0,24,1,205.25,4,2,1,7,Potential Customer
15759.0,217,3,253.04,1,3,2,6,At Risk
15762.0,64,2,583.75,3,3,3,9,Potential Customer
15763.0,31,2,1086.92,4,3,4,11,Loyal Customer
15764.0,87,6,3279.97,2,5,5,12,Loyal Customer
15766.0,63,1,315.06,3,2,2,7,Potential Customer
15768.0,115,3,621.8299999999999,2,4,3,9,Potential Customer
15769.0,6,26,56252.72,5,5,5,15,VIP Customer
15773.0,5,1,635.6800000000001,5,2,3,10,Loyal Customer
15774.0,68,1,270.8,3,2,2,7,Potential Customer
15775.0,244,1,104.9,1,2,1,4,Lost Customer
15776.0,132,1,241.62,2,2,1,5,At Risk
15777.0,240,4,1047.11,1,4,4,9,Potential Customer
15780.0,183,3,475.28000000000003,1,4,2,7,Potential Customer
15781.0,24,3,345.46,4,4,2,10,Loyal Customer
15782.0,9,3,2614.7400000000002,5,4,5,14,VIP Customer
15783.0,10,1,246.3,5,2,1,8,Potential Customer
15785.0,32,5,2328.9700000000003,4,4,5,13,VIP Customer
15786.0,45,3,4919.0,3,4,5,12,Loyal Customer
15787.0,25,3,933.26,4,4,3,11,Loyal Customer
15789.0,357,1,351.3,1,2,2,5,At Risk
15790.0,9,1,218.75,5,2,1,8,Potential Customer
15791.0,43,2,1612.69,3,3,4,10,Loyal Customer
15793.0,14,3,965.61,4,4,4,12,Loyal Customer
15795.0,149,1,610.01,2,2,3,7,Potential Customer
15796.0,0,8,2708.61,5,5,5,15,VIP Customer
15797.0,112,4,2207.4,2,4,5,11,Loyal Customer
15799.0,75,3,884.14,2,4,3,9,Potential Customer
15800.0,106,2,696.89,2,3,3,8,Potential Customer
15801.0,45,3,1063.95,3,4,4,11,Loyal Customer
15802.0,142,1,451.42,2,2,2,6,At Risk
15803.0,50,1,415.82000000000005,3,2,2,7,Potential Customer
15804.0,0,13,4206.39,5,5,5,15,VIP Customer
15805.0,22,17,5488.18,4,5,5,14,VIP Customer
15806.0,45,3,784.58,3,4,3,10,Loyal Customer
15807.0,49,3,903.9,3,4,3,10,Loyal Customer
15808.0,305,4,3651.27,1,4,5,10,Loyal Customer
15809.0,35,5,515.77,3,4,3,10,Loyal Customer
15810.0,78,4,1391.98,2,4,4,10,Loyal Customer
15811.0,21,6,2218.62,4,5,5,14,VIP Customer
15812.0,106,5,1801.14,2,4,4,10,Loyal Customer
15813.0,207,2,1303.9099999999999,1,3,4,8,Potential Customer
15814.0,16,4,1945.33,4,4,4,12,Loyal Customer
15815.0,63,5,2100.6,3,4,5,12,Loyal Customer
15819.0,48,4,1905.45,3,4,4,11,Loyal Customer
15820.0,319,1,206.98,1,2,1,4,Lost Customer
15821.0,43,2,570.96,3,3,3,9,Potential Customer
15822.0,2,2,885.47,5,3,3,11,Loyal Customer
15823.0,371,1,15.0,1,2,1,4,Lost Customer
15825.0,171,1,532.94,2,2,3,7,Potential Customer
15826.0,55,3,1654.31,3,4,4,11,Loyal Customer
15827.0,72,14,1836.0900000000001,2,5,4,11,Loyal Customer
15829.0,98,2,636.14,2,3,3,8,Potential Customer
15830.0,37,1,576.0,3,2,3,8,Potential Customer
15831.0,57,3,794.64,3,4,3,10,Loyal Customer
15832.0,253,1,836.79,1,2,3,6,At Risk
15834.0,69,4,2225.15,3,4,5,12,Loyal Customer
15835.0,43,4,954.09,3,4,4,11,Loyal Customer
15836.0,49,1,137.37,3,2,1,6,At Risk
15837.0,64,1,391.98,3,2,2,7,Potential Customer
15838.0,10,19,33643.08,5,5,5,15,VIP Customer
15839.0,32,3,1048.49,4,4,4,12,Loyal Customer
15840.0,58,2,355.56,3,3,2,8,Potential Customer
15841.0,72,4,1224.06,2,4,4,10,Loyal Customer
15843.0,303,1,118.95000000000002,1,2,1,4,Lost Customer
15844.0,45,1,130.73999999999998,3,2,1,6,At Risk
15845.0,17,8,3711.77,4,5,5,14,VIP Customer
15847.0,37,2,389.27,3,3,2,8,Potential Customer
15850.0,18,2,234.88,4,3,1,8,Potential Customer
15852.0,186,2,160.71,1,3,1,5,At Risk
15853.0,51,1,110.8,3,2,1,6,At Risk
15854.0,3,12,2969.12,5,5,5,15,VIP Customer
15855.0,136,5,712.24,2,4,3,9,Potential Customer
15856.0,3,27,16143.64,5,5,5,15,VIP Customer
15857.0,18,1,297.0,4,2,2,8,Potential Customer
15858.0,15,5,1427.57,4,4,4,12,Loyal Customer
15860.0,40,8,965.16,3,5,4,12,Loyal Customer
15861.0,11,8,3146.92,5,5,5,15,VIP Customer
15862.0,7,4,832.88,5,4,3,12,Loyal Customer
15863.0,25,2,68.84,4,3,1,8,Potential Customer
15864.0,21,6,1936.3200000000002,4,5,4,13,VIP Customer
15865.0,40,3,895.13,3,4,3,10,Loyal Customer
15866.0,100,1,211.89,2,2,1,5,At Risk
15867.0,4,15,3810.14,5,5,5,15,VIP Customer
15869.0,276,2,149.64,1,3,1,5,At Risk
15870.0,32,1,351.44,4,2,2,8,Potential Customer
15872.0,14,2,316.25,4,3,2,9,Potential Customer
15874.0,63,7,4405.88,3,5,5,13,VIP Customer
15877.0,1,2,490.33,5,3,3,11,Loyal Customer
15880.0,368,1,329.03000000000003,1,2,2,5,At Risk
15881.0,311,5,501.39000000000004,1,4,3,8,Potential Customer
15882.0,198,4,516.36,1,4,3,8,Potential Customer
15883.0,1,2,396.48,5,3,2,10,Loyal Customer
15885.0,92,3,379.35,2,4,2,8,Potential Customer
15886.0,59,1,181.09,3,2,1,6,At Risk
15888.0,80,1,168.31,2,2,1,5,At Risk
15889.0,156,2,420.07,2,3,2,7,Potential Customer
15891.0,226,1,511.68,1,2,3,6,At Risk
15894.0,252,2,258.25,1,3,2,6,At Risk
15895.0,149,1,179.17,2,2,1,5,At Risk
15897.0,193,2,208.59,1,3,1,5,At Risk
15898.0,0,5,1383.83,5,4,4,13,VIP Customer
15899.0,368,1,56.25,1,2,1,4,Lost Customer
15900.0,23,1,337.28,4,2,2,8,Potential Customer
15901.0,16,3,351.73,4,4,2,10,Loyal Customer
15903.0,9,7,5126.76,5,5,5,15,VIP Customer
15904.0,7,1,164.68,5,2,1,8,Potential Customer
15906.0,19,7,1567.69,4,5,4,13,VIP Customer
15907.0,3,3,882.72,5,4,3,12,Loyal Customer
15909.0,173,1,191.94,2,2,1,5,At Risk
15910.0,0,8,1228.88,5,5,4,14,VIP Customer
15912.0,177,2,264.62,2,3,2,7,Potential Customer
15916.0,15,8,1502.8600000000001,4,5,4,13,VIP Customer
15917.0,247,1,123.1,1,2,1,4,Lost Customer
15918.0,190,2,334.23,1,3,2,6,At Risk
15919.0,19,2,525.69,4,3,3,10,Loyal Customer
15920.0,153,4,167.5,2,4,1,7,Potential Customer
15921.0,172,1,323.03000000000003,2,2,2,6,At Risk
15922.0,372,1,369.5,1,2,2,5,At Risk
15923.0,372,1,127.08,1,2,1,4,Lost Customer
15925.0,193,1,207.15,1,2,1,4,Lost Customer
15930.0,66,1,426.63,3,2,2,7,Potential Customer
15932.0,3,8,2495.87,5,5,5,15,VIP Customer
15933.0,20,3,1107.46,4,4,4,12,Loyal Customer
15935.0,238,2,416.86,1,3,2,6,At Risk
15937.0,63,1,145.35,3,2,1,6,At Risk
15938.0,111,5,404.58,2,4,2,8,Potential Customer
